Price,Close,High,Low,Open,Volume
Ticker,DIS,DIS,DIS,DIS,DIS
Date,,,,,
2010-01-04,27.47587776184082,28.058466020051487,27.30452933150054,27.844279256539643,13700400
2010-01-05,27.407337188720703,27.552984248627936,27.158881400711465,27.475876885493797,10307700
2010-01-06,27.261695861816406,27.4159106205153,27.141751775768647,27.33023557300307,10709500
2010-01-07,27.2702579498291,27.295960949058006,27.02180216041083,27.218853585486578,8202100
2010-01-08,27.313095092773438,27.3645010920688,27.013234934127023,27.12461133103636,7657500
2010-01-11,26.867589950561523,27.19315313405408,26.63626783817407,27.013237024940793,11250500
2010-01-12,26.404945373535156,26.661970484130883,26.285001302393063,26.57629544726564,14618300
2010-01-13,26.807619094848633,26.876158801450707,26.44778522665887,26.46491892772276,9620600
2010-01-14,26.5762939453125,26.71337334290371,26.524887945629306,26.670535009834385,9235600
2010-01-15,26.216459274291992,26.687669484080786,26.05367688209857,26.567725423577876,13936400
2010-01-19,26.567726135253906,26.72194086524021,26.13078494499781,26.207892309990964,9662100
2010-01-20,26.72194480895996,26.76478151400468,26.319272591431186,26.559162388382042,13302800
2010-01-21,26.22503089904785,26.918995636028864,26.19076022852261,26.67910584469871,15403600
2010-01-22,25.685277938842773,26.310702936303244,25.659576571403434,26.130786827766162,14459400
2010-01-25,25.633869171142578,25.899460271838706,25.316872076158056,25.890892606123973,11155800
2010-01-26,25.41111946105957,25.651009243059974,25.119825309386023,25.531063535002048,11197300
2010-01-27,25.119821548461914,25.539627378522965,24.854230438446802,25.325440630484763,16121200
2010-01-28,25.145530700683594,25.25690711791129,24.59721138031051,25.214070411465777,17126000
2010-01-29,25.316879272460938,25.548201410166413,25.059855764420814,25.16266614810623,14507900
2010-02-01,25.291170120239258,25.50535685574105,25.13695540921955,25.359709810235227,10894200
2010-02-02,25.685277938842773,25.71098094039754,25.034149939827536,25.299742720213843,10100900
2010-02-03,26.344970703125,26.447781063904,25.522494353353977,25.633870746258918,15976200
2010-02-04,25.4196834564209,26.122215732227925,25.411115790360423,25.942299647303535,13407100
2010-02-05,25.30830955505371,25.565333025686623,24.837097680072873,25.385415288951286,11956100
2010-02-08,25.256898880004883,25.659570979363984,25.23976354936937,25.49678860655679,10656800
2010-02-09,25.565332412719727,25.736682478443544,25.256902948062987,25.608169112093012,14376800
2010-02-10,25.72811508178711,25.779519448397657,24.871368012406304,24.98274441241505,24191900
2010-02-11,25.83949089050293,26.070812986130015,25.49679239741575,25.548196762849997,12389400
2010-02-12,25.762380599975586,25.873758618904017,25.58246452432753,25.58246452432753,12802700
2010-02-16,26.10508155822754,26.130784557549255,25.84805810147153,25.94230079820253,9061600
2010-02-17,26.439212799072266,26.499184827287547,26.02797299938208,26.165054022022282,9768600
2010-02-18,26.5762939453125,26.61913064426651,26.284999816902346,26.43921454772129,8212300
2010-02-19,26.756208419799805,27.004665834193563,26.43064527878632,26.507752639521264,12595600
2010-02-22,26.661970138549805,26.961830312518376,26.610564136627715,26.859021576904976,7868200
2010-02-23,26.490619659423828,26.790481462893755,26.439215292408097,26.58486236071547,10228300
2010-02-24,26.89328956604004,26.98753226512086,26.56772640375726,26.601995436258715,12062100
2010-02-25,26.867589950561523,26.910426652507894,26.430648727423705,26.456350094945357,10553800
2010-02-26,26.76477813720703,26.910425203745177,26.54202370402426,26.893289870242963,13449800
2010-03-01,27.02180290222168,27.073207267975377,26.8504528375556,26.901857203309294,8681000
2010-03-02,27.313095092773438,27.347365758970344,26.89328923655315,26.910424569651603,14070600
2010-03-03,27.10747718811035,27.381635993261522,27.03036981989716,27.373069960451502,10345500
2010-03-04,27.904251098632812,28.152708526988096,27.347365844121537,27.43304087576527,23075400
2010-03-05,28.461137771606445,28.461137771606445,28.0584656161666,28.092736282210545,19204800
2010-03-08,28.4354305267334,28.701023261838692,28.229813085812776,28.238379117421843,13176600
2010-03-09,28.538246154785156,28.563947521120248,28.084167984070717,28.272653385809946,11072700
2010-03-10,28.555387496948242,28.786706379098828,28.35833275281324,28.426874101770007,9652900
2010-03-11,28.96661949157715,28.96661949157715,28.375461924092892,28.546811991019208,11392500
2010-03-12,28.863811492919922,28.966623508270683,28.675329334572478,28.966623508270683,9610400
2010-03-15,28.88951301574707,28.915214382697837,28.5810835394147,28.718162943536775,8235900
2010-03-16,28.91521453857422,28.98375587512015,28.692461731261574,28.906648505621384,8472600
2010-03-17,28.91521453857422,28.992321908072984,28.726729131303728,28.949485206847186,7858400
2010-03-18,28.94091033935547,29.00088236318312,28.718157574885655,28.863802984687037,8044200
2010-03-19,28.82097053527832,29.112264666001195,28.68389113659877,28.82097053527832,16729000
2010-03-22,29.086559295654297,29.292176731250443,28.6324811946049,28.675321156231792,11717600
2010-03-23,29.137962341308594,29.215069697563816,28.898074241061344,29.129396309827012,7038000
2010-03-24,29.463531494140625,29.497802161641395,29.018022621322814,29.052293288823584,12195200
2010-03-25,30.063257217407227,30.41452341342458,29.489234935194883,29.549210241655818,32705900
2010-03-26,30.25174331665039,30.500197508541763,29.85763714023065,29.891907810916027,22909800
2010-03-29,30.12322425842285,30.345977039433876,29.96044350569289,30.226032982871754,12560500
2010-03-30,30.071813583374023,30.157490230610165,29.780519519230968,30.097518211659825,17201800
2010-03-31,29.909038543701172,30.15749596558967,29.823365148402637,30.04611793711715,10789500
2010-04-01,30.45736312866211,30.49163380196286,29.994718843795837,30.046124853746964,14603000
2010-04-05,30.174631118774414,30.448789903975285,30.046117758360655,30.226033848355506,10607900
2010-04-06,30.388826370239258,30.5087704637704,30.07182753078531,30.191774892547887,12637700
2010-04-07,30.260303497314453,30.40595218544068,30.03755071740602,30.320275525298662,9242200
2010-04-08,30.560171127319336,30.628712472231957,30.106096156082472,30.226040241448345,9915900
2010-04-09,31.031381607055664,31.596834573245435,30.534466710709353,30.688681453145733,21346000
2010-04-12,30.748659133911133,31.125630026053074,30.671551748539507,30.962845952362148,10410800
